key,value
WRAP00873_5_0.008,0.093
WRAP00873_5_0.038889,0.0995
WRAP00873_5_0.007,0.0929
WRAP00873_5_0.041667,0.0964
WRAP00873_5_0.0055,0.0926
WRAP00873_5_0.571429,0.091
WRAP00873_5_500,0.0927
WRAP00873_5_0.71429,0.0912
WRAP00873_11_0,0.186
WRAP00873_11_0.03125,0.2104
WRAP00873_11_0.031667,0.2113
WRAP00873_11_0.033333,0.2129
WRAP00873_11_0.0625,0.1807
WRAP00873_11_0.114286,0.1847
WRAP00873_11_0.128571,0.1858
WRAP00873_11_0.13,0.1861
WRAP00873_11_0.135714,0.1861
WRAP00873_11_0.142857,0.1875
WRAP00873_11_0.5,0.1869
WRAP00873_11_0.6875,0.1868
WRAP00873_11_0.75,0.1874
WRAP00873_11_0.8125,0.187
WRAP00873_11_1.75,0.1877
WRAP00873_11_1.875,0.1879
WRAP00873_11_0.008125,0.1898
WRAP00873_11_0.055,0.1837
WRAP00873_11_0.055556,0.1837
WRAP00873_11_0.928571,0.1876
WRAP00873_11_2.25,0.188
WRAP00873_11_3.5,0.1883
WRAP00873_11_3.571429,0.1882
WRAP00873_11_0.583333,0.1866
WRAP00873_11_0.777778,0.1877
WRAP00873_11_0.833333,0.1871
WRAP00873_11_0.044444,0.1965
WRAP00873_11_0.05,0.1885
WRAP00873_11_0.714286,0.1869
WRAP00873_11_0.01375,0.1935
WRAP00873_11_1.833333,0.1879
WRAP00873_11_2.333333,0.1879
WRAP00873_11_0.008889,0.1901
WRAP00873_11_0.0375,0.2088
WRAP00873_11_0.04,0.2034
WRAP00873_11_0.0425,0.1986
WRAP00873_11_0.642857,0.1874
WRAP00873_11_0.2,0.1851
WRAP00873_11_0.45,0.1867
WRAP00873_11_2.75,0.1882
WRAP00873_11_0.061111,0.1811
WRAP00873_11_0.0875,0.182
WRAP00873_11_0.11875,0.185
WRAP00873_11_0.1625,0.1882
WRAP00873_11_650,0.1889
WRAP00873_11_0.027778,0.2035
WRAP00873_11_200,0.1887
WRAP00873_11_0.158333,0.1885
WRAP00873_11_0.175,0.1875
WRAP00873_11_0.388889,0.1861
WRAP00873_11_0.05625,0.1829
WRAP00873_11_0.058333,0.1818
WRAP00873_11_0.006875,0.1895
WRAP00873_11_0.425,0.1857
WRAP00873_11_1.8,0.188
WRAP00873_11_0.019,0.1993
WRAP00873_11_0.02,0.1995
WRAP00873_11_0.018,0.1983
WRAP00873_11_0.015,0.1949
WRAP00873_11_0.04375,0.1973
WRAP00873_11_0.111111,0.1844
WRAP00873_11_1.9,0.188
WRAP00873_11_0.416667,0.1863
WRAP00873_11_0.722222,0.1867
WRAP00873_11_0.916667,0.1872
WRAP00873_11_0.009,0.1901
WRAP00873_11_0.72222,0.1867
WRAP00873_11_2.166667,0.1876
WRAP00873_11_0.008,0.1898
WRAP00873_11_0.038889,0.2054
WRAP00873_11_0.007,0.1896
WRAP00873_11_0.041667,0.2002
WRAP00873_11_0.0055,0.189
WRAP00873_11_0.571429,0.1868
WRAP00873_11_500,0.1888
WRAP00873_11_0.71429,0.1869
WRAP00873_17_0,0.288
WRAP00873_17_0.03125,0.3246
WRAP00873_17_0.031667,0.3259
WRAP00873_17_0.033333,0.3283
WRAP00873_17_0.0625,0.2846
WRAP00873_17_0.114286,0.2875
WRAP00873_17_0.128571,0.289
WRAP00873_17_0.13,0.2891
WRAP00873_17_0.135714,0.2898
WRAP00873_17_0.142857,0.2912
WRAP00873_17_0.5,0.2904
WRAP00873_17_0.6875,0.2903
WRAP00873_17_0.75,0.2908
WRAP00873_17_0.8125,0.2905
WRAP00873_17_1.75,0.2913
WRAP00873_17_1.875,0.2915
WRAP00873_17_0.008125,0.2938
WRAP00873_17_0.055,0.289
WRAP00873_17_0.055556,0.2885
WRAP00873_17_0.928571,0.2909
WRAP00873_17_2.25,0.2914
WRAP00873_17_3.5,0.2917
WRAP00873_17_3.571429,0.2917
WRAP00873_17_0.583333,0.2901
WRAP00873_17_0.777778,0.2914
WRAP00873_17_0.833333,0.2908
WRAP00873_17_0.044444,0.309
WRAP00873_17_0.05,0.2967
WRAP00873_17_0.714286,0.2905
WRAP00873_17_0.01375,0.2989
WRAP00873_17_1.833333,0.2913
WRAP00873_17_2.333333,0.2913
WRAP00873_17_0.008889,0.2941
WRAP00873_17_0.0375,0.3238
WRAP00873_17_0.04,0.3183
WRAP00873_17_0.0425,0.3124
WRAP00873_17_0.642857,0.2906
WRAP00873_17_0.2,0.2884
WRAP00873_17_0.45,0.2899
WRAP00873_17_2.75,0.2916
WRAP00873_17_0.061111,0.2853
WRAP00873_17_0.0875,0.2844
WRAP00873_17_0.11875,0.2877
WRAP00873_17_0.1625,0.2919
WRAP00873_17_650,0.2922
WRAP00873_17_0.027778,0.3141
WRAP00873_17_200,0.2919
WRAP00873_17_0.158333,0.2918
WRAP00873_17_0.175,0.2908
WRAP00873_17_0.388889,0.2893
WRAP00873_17_0.05625,0.2877
WRAP00873_17_0.058333,0.2862
WRAP00873_17_0.006875,0.2932
WRAP00873_17_0.425,0.2891
WRAP00873_17_1.8,0.2913
WRAP00873_17_0.019,0.3069
WRAP00873_17_0.02,0.3075
WRAP00873_17_0.018,0.3053
WRAP00873_17_0.015,0.3006
WRAP00873_17_0.04375,0.3103
WRAP00873_17_0.111111,0.2877
WRAP00873_17_1.9,0.2916
WRAP00873_17_0.416667,0.2896
WRAP00873_17_0.722222,0.2902
WRAP00873_17_0.916667,0.2907
WRAP00873_17_0.009,0.2941
WRAP00873_17_0.72222,0.2902
WRAP00873_17_2.166667,0.2911
WRAP00873_17_0.008,0.2937
WRAP00873_17_0.038889,0.3204
WRAP00873_17_0.007,0.2933
WRAP00873_17_0.041667,0.3143
WRAP00873_17_0.0055,0.2925
WRAP00873_17_0.571429,0.2901
WRAP00873_17_500,0.2921
WRAP00873_17_0.71429,0.2904
WRAP00873_23_0,0.3837
WRAP00873_23_0.03125,0.43
WRAP00873_23_0.031667,0.4317
WRAP00873_23_0.033333,0.435
WRAP00873_23_0.0625,0.3845
WRAP00873_23_0.114286,0.3849
WRAP00873_23_0.128571,0.386
WRAP00873_23_0.13,0.3858
WRAP00873_23_0.135714,0.3868
WRAP00873_23_0.142857,0.3883
WRAP00873_23_0.5,0.3879
WRAP00873_23_0.6875,0.388
WRAP00873_23_0.75,0.3885
WRAP00873_23_0.8125,0.3883
WRAP00873_23_1.75,0.3887
WRAP00873_23_1.875,0.3889
WRAP00873_23_0.008125,0.3912
WRAP00873_23_0.055,0.3899
WRAP00873_23_0.055556,0.389
WRAP00873_23_0.928571,0.3885
WRAP00873_23_2.25,0.3887
WRAP00873_23_3.5,0.3889
WRAP00873_23_3.571429,0.389
WRAP00873_23_0.583333,0.3878
WRAP00873_23_0.777778,0.3892
WRAP00873_23_0.833333,0.3884
WRAP00873_23_0.044444,0.4158
WRAP00873_23_0.05,0.3995
WRAP00873_23_0.714286,0.3881
WRAP00873_23_0.01375,0.3971
WRAP00873_23_1.833333,0.3887
WRAP00873_23_2.333333,0.3887
WRAP00873_23_0.008889,0.3916
WRAP00873_23_0.0375,0.4317
WRAP00873_23_0.04,0.4267
WRAP00873_23_0.0425,0.4204
WRAP00873_23_0.642857,0.3882
WRAP00873_23_0.2,0.3865
WRAP00873_23_0.45,0.3873
WRAP00873_23_2.75,0.389
WRAP00873_23_0.061111,0.3854
WRAP00873_23_0.0875,0.3818
WRAP00873_23_0.11875,0.3847
WRAP00873_23_0.1625,0.3897
WRAP00873_23_650,0.3891
WRAP00873_23_0.027778,0.4165
WRAP00873_23_200,0.3888
WRAP00873_23_0.158333,0.3893
WRAP00873_23_0.175,0.3887
WRAP00873_23_0.388889,0.387
WRAP00873_23_0.05625,0.3881
WRAP00873_23_0.058333,0.3863
WRAP00873_23_0.006875,0.3906
WRAP00873_23_0.425,0.3868
WRAP00873_23_1.8,0.3887
WRAP00873_23_0.019,0.407
WRAP00873_23_0.02,0.4079
WRAP00873_23_0.018,0.4049
WRAP00873_23_0.015,0.3994
WRAP00873_23_0.04375,0.4176
WRAP00873_23_0.111111,0.3856
WRAP00873_23_1.9,0.389
WRAP00873_23_0.416667,0.3874
WRAP00873_23_0.722222,0.388
WRAP00873_23_0.916667,0.3885
WRAP00873_23_0.009,0.3916
WRAP00873_23_0.72222,0.388
WRAP00873_23_2.166667,0.3885
WRAP00873_23_0.008,0.3911
WRAP00873_23_0.038889,0.4285
WRAP00873_23_0.007,0.3907
WRAP00873_23_0.041667,0.4222
WRAP00873_23_0.0055,0.3895
WRAP00873_23_0.571429,0.3877
WRAP00873_23_500,0.389
WRAP00873_23_0.71429,0.388
WRAP00873_29_0,0.4888
WRAP00873_29_0.03125,0.5448
WRAP00873_29_0.031667,0.5469
WRAP00873_29_0.033333,0.5513
WRAP00873_29_0.0625,0.4957
WRAP00873_29_0.114286,0.4922
WRAP00873_29_0.128571,0.493
WRAP00873_29_0.13,0.4928
WRAP00873_29_0.135714,0.4938
WRAP00873_29_0.142857,0.4952
WRAP00873_29_0.5,0.4955
WRAP00873_29_0.6875,0.4955
WRAP00873_29_0.75,0.4957
WRAP00873_29_0.8125,0.4955
WRAP00873_29_1.75,0.4956
WRAP00873_29_1.875,0.4959
WRAP00873_29_0.008125,0.498
WRAP00873_29_0.055,0.5009
WRAP00873_29_0.055556,0.5
WRAP00873_29_0.928571,0.4958
WRAP00873_29_2.25,0.4955
WRAP00873_29_3.5,0.4956
WRAP00873_29_3.571429,0.4957
WRAP00873_29_0.583333,0.4957
WRAP00873_29_0.777778,0.4967
WRAP00873_29_0.833333,0.4959
WRAP00873_29_0.044444,0.5333
WRAP00873_29_0.05,0.5127
WRAP00873_29_0.714286,0.4955
WRAP00873_29_0.01375,0.5045
WRAP00873_29_1.833333,0.4956
WRAP00873_29_2.333333,0.4955
WRAP00873_29_0.008889,0.4985
WRAP00873_29_0.0375,0.5494
WRAP00873_29_0.04,0.5449
WRAP00873_29_0.0425,0.5386
WRAP00873_29_0.642857,0.4955
WRAP00873_29_0.2,0.4941
WRAP00873_29_0.45,0.4949
WRAP00873_29_2.75,0.4957
WRAP00873_29_0.061111,0.4965
WRAP00873_29_0.0875,0.4895
WRAP00873_29_0.11875,0.4916
WRAP00873_29_0.1625,0.4978
WRAP00873_29_650,0.4955
WRAP00873_29_0.027778,0.5282
WRAP00873_29_200,0.4952
WRAP00873_29_0.158333,0.4971
WRAP00873_29_0.175,0.4964
WRAP00873_29_0.388889,0.4946
WRAP00873_29_0.05625,0.499
WRAP00873_29_0.058333,0.4971
WRAP00873_29_0.006875,0.4972
WRAP00873_29_0.425,0.4943
WRAP00873_29_1.8,0.4956
WRAP00873_29_0.019,0.5162
WRAP00873_29_0.02,0.5171
WRAP00873_29_0.018,0.5137
WRAP00873_29_0.015,0.5071
WRAP00873_29_0.04375,0.5351
WRAP00873_29_0.111111,0.4935
WRAP00873_29_1.9,0.496
WRAP00873_29_0.416667,0.4949
WRAP00873_29_0.722222,0.4956
WRAP00873_29_0.916667,0.4958
WRAP00873_29_0.009,0.4985
WRAP00873_29_0.72222,0.4956
WRAP00873_29_2.166667,0.4955
WRAP00873_29_0.008,0.4979
WRAP00873_29_0.038889,0.5468
WRAP00873_29_0.007,0.4973
WRAP00873_29_0.041667,0.5403
WRAP00873_29_0.0055,0.4958
WRAP00873_29_0.571429,0.4953
WRAP00873_29_500,0.4954
WRAP00873_29_0.71429,0.4954
WRAP00873_35_0,0.6026
WRAP00873_35_0.03125,0.6683
WRAP00873_35_0.031667,0.6708
WRAP00873_35_0.033333,0.6762
WRAP00873_35_0.0625,0.6155
WRAP00873_35_0.114286,0.6079
WRAP00873_35_0.128571,0.6085
WRAP00873_35_0.13,0.6082
WRAP00873_35_0.135714,0.6092
WRAP00873_35_0.142857,0.611
WRAP00873_35_0.5,0.6117
WRAP00873_35_0.6875,0.6116
WRAP00873_35_0.75,0.6116
WRAP00873_35_0.8125,0.6114
WRAP00873_35_1.75,0.6112
WRAP00873_35_1.875,0.6115
WRAP00873_35_0.008125,0.6136
WRAP00873_35_0.055,0.621
WRAP00873_35_0.055556,0.6198
WRAP00873_35_0.928571,0.6115
WRAP00873_35_2.25,0.6109
WRAP00873_35_3.5,0.6109
WRAP00873_35_3.571429,0.611
WRAP00873_35_0.583333,0.6118
WRAP00873_35_0.777778,0.6128
WRAP00873_35_0.833333,0.6118
WRAP00873_35_0.044444,0.6592
WRAP00873_35_0.05,0.6352
WRAP00873_35_0.714286,0.6115
WRAP00873_35_0.01375,0.6214
WRAP00873_35_1.833333,0.6111
WRAP00873_35_2.333333,0.6109
WRAP00873_35_0.008889,0.6143
WRAP00873_35_0.0375,0.6754
WRAP00873_35_0.04,0.6715
WRAP00873_35_0.0425,0.6652
WRAP00873_35_0.642857,0.6115
WRAP00873_35_0.2,0.6105
WRAP00873_35_0.45,0.611
WRAP00873_35_2.75,0.6111
WRAP00873_35_0.061111,0.6161
WRAP00873_35_0.0875,0.6063
WRAP00873_35_0.11875,0.6071
WRAP00873_35_0.1625,0.6138
WRAP00873_35_650,0.6105
WRAP00873_35_0.027778,0.6489
WRAP00873_35_200,0.6102
WRAP00873_35_0.158333,0.6131
WRAP00873_35_0.175,0.6121
WRAP00873_35_0.388889,0.6105
WRAP00873_35_0.05625,0.6187
WRAP00873_35_0.058333,0.6164
WRAP00873_35_0.006875,0.6126
WRAP00873_35_0.425,0.6105
WRAP00873_35_1.8,0.611
WRAP00873_35_0.019,0.6341
WRAP00873_35_0.02,0.6354
WRAP00873_35_0.018,0.6312
WRAP00873_35_0.015,0.624
WRAP00873_35_0.04375,0.6615
WRAP00873_35_0.111111,0.6098
WRAP00873_35_1.9,0.6115
WRAP00873_35_0.416667,0.6111
WRAP00873_35_0.722222,0.6116
WRAP00873_35_0.916667,0.6116
WRAP00873_35_0.009,0.6143
WRAP00873_35_0.72222,0.6116
WRAP00873_35_2.166667,0.6109
WRAP00873_35_0.008,0.6135
WRAP00873_35_0.038889,0.6729
WRAP00873_35_0.007,0.6127
WRAP00873_35_0.041667,0.6666
WRAP00873_35_0.0055,0.6109
WRAP00873_35_0.571429,0.6114
WRAP00873_35_500,0.6104
WRAP00873_35_0.71429,0.6114
WRAP00873_41_0,0.7095
WRAP00873_41_0.03125,0.7831
WRAP00873_41_0.031667,0.786
WRAP00873_41_0.033333,0.7921
WRAP00873_41_0.0625,0.731
WRAP00873_41_0.114286,0.7184
WRAP00873_41_0.128571,0.7178
WRAP00873_41_0.13,0.7176
WRAP00873_41_0.135714,0.7186
WRAP00873_41_0.142857,0.7206
WRAP00873_41_0.5,0.7217
WRAP00873_41_0.6875,0.7214
WRAP00873_41_0.75,0.7214
WRAP00873_41_0.8125,0.7211
WRAP00873_41_1.75,0.7201
WRAP00873_41_1.875,0.7204
WRAP00873_41_0.008125,0.7221
WRAP00873_41_0.055,0.7362
WRAP00873_41_0.055556,0.7349
WRAP00873_41_0.928571,0.721
WRAP00873_41_2.25,0.7197
WRAP00873_41_3.5,0.7194
WRAP00873_41_3.571429,0.7196
WRAP00873_41_0.583333,0.7219
WRAP00873_41_0.777778,0.7224
WRAP00873_41_0.833333,0.7215
WRAP00873_41_0.044444,0.7791
WRAP00873_41_0.05,0.7522
WRAP00873_41_0.714286,0.7212
WRAP00873_41_0.01375,0.7302
WRAP00873_41_1.833333,0.7201
WRAP00873_41_2.333333,0.7196
WRAP00873_41_0.008889,0.7228
WRAP00873_41_0.0375,0.7939
WRAP00873_41_0.04,0.7911
WRAP00873_41_0.0425,0.7856
WRAP00873_41_0.642857,0.7209
WRAP00873_41_0.2,0.7215
WRAP00873_41_0.45,0.7209
WRAP00873_41_2.75,0.7198
WRAP00873_41_0.061111,0.7316
WRAP00873_41_0.0875,0.7186
WRAP00873_41_0.11875,0.7169
WRAP00873_41_0.1625,0.7237
WRAP00873_41_650,0.7186
WRAP00873_41_0.027778,0.7608
WRAP00873_41_200,0.7183
WRAP00873_41_0.158333,0.7232
WRAP00873_41_0.175,0.7224
WRAP00873_41_0.388889,0.7207
WRAP00873_41_0.05625,0.734
WRAP00873_41_0.058333,0.7315
WRAP00873_41_0.006875,0.7211
WRAP00873_41_0.425,0.7208
WRAP00873_41_1.8,0.7198
WRAP00873_41_0.019,0.7441
WRAP00873_41_0.02,0.7456
WRAP00873_41_0.018,0.7408
WRAP00873_41_0.015,0.7328
WRAP00873_41_0.04375,0.7817
WRAP00873_41_0.111111,0.7205
WRAP00873_41_1.9,0.7205
WRAP00873_41_0.416667,0.7215
WRAP00873_41_0.722222,0.7214
WRAP00873_41_0.916667,0.7211
WRAP00873_41_0.009,0.7228
WRAP00873_41_0.72222,0.7214
WRAP00873_41_2.166667,0.7198
WRAP00873_41_0.008,0.722
WRAP00873_41_0.038889,0.792
WRAP00873_41_0.007,0.7212
WRAP00873_41_0.041667,0.787
WRAP00873_41_0.0055,0.7191
WRAP00873_41_0.571429,0.7211
WRAP00873_41_500,0.7185
WRAP00873_41_0.71429,0.7212
WRAP00873_47_0,0.8125
WRAP00873_47_0.03125,0.8921
WRAP00873_47_0.031667,0.8953
WRAP00873_47_0.033333,0.9029
WRAP00873_47_0.0625,0.8452
WRAP00873_47_0.114286,0.8259
WRAP00873_47_0.128571,0.8237
WRAP00873_47_0.13,0.8234
WRAP00873_47_0.135714,0.8243
WRAP00873_47_0.142857,0.8259
WRAP00873_47_0.5,0.8284
WRAP00873_47_0.6875,0.8278
WRAP00873_47_0.75,0.8274
WRAP00873_47_0.8125,0.8271
WRAP00873_47_1.75,0.8253
WRAP00873_47_1.875,0.8255
WRAP00873_47_0.008125,0.8264
WRAP00873_47_0.055,0.8497
WRAP00873_47_0.055556,0.8484
WRAP00873_47_0.928571,0.8268
WRAP00873_47_2.25,0.8246
WRAP00873_47_3.5,0.8242
WRAP00873_47_3.571429,0.8243
WRAP00873_47_0.583333,0.8284
WRAP00873_47_0.777778,0.8286
WRAP00873_47_0.833333,0.8275
WRAP00873_47_0.044444,0.8956
WRAP00873_47_0.05,0.8667
WRAP00873_47_0.714286,0.8275
WRAP00873_47_0.01375,0.8344
WRAP00873_47_1.833333,0.8252
WRAP00873_47_2.333333,0.8246
WRAP00873_47_0.008889,0.827
WRAP00873_47_0.0375,0.9078
WRAP00873_47_0.04,0.9068
WRAP00873_47_0.0425,0.9023
WRAP00873_47_0.642857,0.8272
WRAP00873_47_0.2,0.8296
WRAP00873_47_0.45,0.8275
WRAP00873_47_2.75,0.8246
WRAP00873_47_0.061111,0.8454
WRAP00873_47_0.0875,0.829
WRAP00873_47_0.11875,0.8237
WRAP00873_47_0.1625,0.8304
WRAP00873_47_650,0.8227
WRAP00873_47_0.027778,0.8676
WRAP00873_47_200,0.8225
WRAP00873_47_0.158333,0.8294
WRAP00873_47_0.175,0.8295
WRAP00873_47_0.388889,0.8278
WRAP00873_47_0.05625,0.8472
WRAP00873_47_0.058333,0.8452
WRAP00873_47_0.006875,0.8253
WRAP00873_47_0.425,0.8276
WRAP00873_47_1.8,0.8248
WRAP00873_47_0.019,0.8484
WRAP00873_47_0.02,0.8503
WRAP00873_47_0.018,0.8447
WRAP00873_47_0.015,0.8367
WRAP00873_47_0.04375,0.8983
WRAP00873_47_0.111111,0.8283
WRAP00873_47_1.9,0.8256
WRAP00873_47_0.416667,0.8284
WRAP00873_47_0.722222,0.8276
WRAP00873_47_0.916667,0.8271
WRAP00873_47_0.009,0.827
WRAP00873_47_0.72222,0.8276
WRAP00873_47_2.166667,0.8248
WRAP00873_47_0.008,0.8264
WRAP00873_47_0.038889,0.9071
WRAP00873_47_0.007,0.8254
WRAP00873_47_0.041667,0.9035
WRAP00873_47_0.0055,0.823
WRAP00873_47_0.571429,0.8275
WRAP00873_47_500,0.8227
WRAP00873_47_0.71429,0.8275
WRAP00873_53_0,0.9403
WRAP00873_53_0.03125,1.026
WRAP00873_53_0.031667,1.0298
WRAP00873_53_0.033333,1.0384
WRAP00873_53_0.0625,0.9841
WRAP00873_53_0.114286,0.9581
WRAP00873_53_0.128571,0.9548
WRAP00873_53_0.13,0.9544
WRAP00873_53_0.135714,0.9554
WRAP00873_53_0.142857,0.9568
WRAP00873_53_0.5,0.9597
WRAP00873_53_0.6875,0.9587
WRAP00873_53_0.75,0.9583
WRAP00873_53_0.8125,0.9577
WRAP00873_53_1.75,0.9552
WRAP00873_53_1.875,0.9554
WRAP00873_53_0.008125,0.9552
WRAP00873_53_0.055,0.9876
WRAP00873_53_0.055556,0.9862
WRAP00873_53_0.928571,0.9573
WRAP00873_53_2.25,0.9543
WRAP00873_53_3.5,0.9537
WRAP00873_53_3.571429,0.9538
WRAP00873_53_0.583333,0.9597
WRAP00873_53_0.777778,0.9595
WRAP00873_53_0.833333,0.9581
WRAP00873_53_0.044444,1.0364
WRAP00873_53_0.05,1.0052
WRAP00873_53_0.714286,0.9583
WRAP00873_53_0.01375,0.9634
WRAP00873_53_1.833333,0.9551
WRAP00873_53_2.333333,0.9543
WRAP00873_53_0.008889,0.9558
WRAP00873_53_0.0375,1.0461
WRAP00873_53_0.04,1.0466
WRAP00873_53_0.0425,1.0429
WRAP00873_53_0.642857,0.9579
WRAP00873_53_0.2,0.962
WRAP00873_53_0.45,0.959
WRAP00873_53_2.75,0.9543
WRAP00873_53_0.061111,0.9843
WRAP00873_53_0.0875,0.9639
WRAP00873_53_0.11875,0.9555
WRAP00873_53_0.1625,0.962
WRAP00873_53_650,0.9517
WRAP00873_53_0.027778,0.9998
WRAP00873_53_200,0.9515
WRAP00873_53_0.158333,0.961
WRAP00873_53_0.175,0.9619
WRAP00873_53_0.388889,0.9592
WRAP00873_53_0.05625,0.985
WRAP00873_53_0.058333,0.9834
WRAP00873_53_0.006875,0.9539
WRAP00873_53_0.425,0.9591
WRAP00873_53_1.8,0.9545
WRAP00873_53_0.019,0.978
WRAP00873_53_0.02,0.98
WRAP00873_53_0.018,0.9739
WRAP00873_53_0.015,0.9656
WRAP00873_53_0.04375,1.039
WRAP00873_53_0.111111,0.9613
WRAP00873_53_1.9,0.9556
WRAP00873_53_0.416667,0.9601
WRAP00873_53_0.722222,0.9583
WRAP00873_53_0.916667,0.9578
WRAP00873_53_0.009,0.9557
WRAP00873_53_0.72222,0.9583
WRAP00873_53_2.166667,0.9548
WRAP00873_53_0.008,0.9551
WRAP00873_53_0.038889,1.0461
WRAP00873_53_0.007,0.9541
WRAP00873_53_0.041667,1.044
WRAP00873_53_0.0055,0.9516
WRAP00873_53_0.571429,0.9588
WRAP00873_53_500,0.9516
WRAP00873_53_0.71429,0.9582
WRAP00873_59_0,1.0883
WRAP00873_59_0.03125,1.1804
WRAP00873_59_0.031667,1.1846
WRAP00873_59_0.033333,1.1945
WRAP00873_59_0.0625,1.1405
WRAP00873_59_0.114286,1.1102
WRAP00873_59_0.128571,1.1058
WRAP00873_59_0.13,1.1052
WRAP00873_59_0.135714,1.1064
WRAP00873_59_0.142857,1.1074
WRAP00873_59_0.5,1.1106
WRAP00873_59_0.6875,1.1092
WRAP00873_59_0.75,1.1089
WRAP00873_59_0.8125,1.1081
WRAP00873_59_1.75,1.105
WRAP00873_59_1.875,1.1052
WRAP00873_59_0.008125,1.1053
WRAP00873_59_0.055,1.1443
WRAP00873_59_0.055556,1.1429
WRAP00873_59_0.928571,1.1076
WRAP00873_59_2.25,1.104
WRAP00873_59_3.5,1.1033
WRAP00873_59_3.571429,1.1035
WRAP00873_59_0.583333,1.1106
WRAP00873_59_0.777778,1.11
WRAP00873_59_0.833333,1.1083
WRAP00873_59_0.044444,1.1964
WRAP00873_59_0.05,1.1625
WRAP00873_59_0.714286,1.1088
WRAP00873_59_0.01375,1.114
WRAP00873_59_1.833333,1.105
WRAP00873_59_2.333333,1.104
WRAP00873_59_0.008889,1.106
WRAP00873_59_0.0375,1.2043
WRAP00873_59_0.04,1.2062
WRAP00873_59_0.0425,1.2028
WRAP00873_59_0.642857,1.1086
WRAP00873_59_0.2,1.114
WRAP00873_59_0.45,1.1101
WRAP00873_59_2.75,1.1039
WRAP00873_59_0.061111,1.1409
WRAP00873_59_0.0875,1.118
WRAP00873_59_0.11875,1.1071
WRAP00873_59_0.1625,1.1129
WRAP00873_59_650,1.101
WRAP00873_59_0.027778,1.1528
WRAP00873_59_200,1.1007
WRAP00873_59_0.158333,1.1117
WRAP00873_59_0.175,1.1137
WRAP00873_59_0.388889,1.1103
WRAP00873_59_0.05625,1.1417
WRAP00873_59_0.058333,1.1397
WRAP00873_59_0.006875,1.1041
WRAP00873_59_0.425,1.1102
WRAP00873_59_1.8,1.1044
WRAP00873_59_0.019,1.1285
WRAP00873_59_0.02,1.1307
WRAP00873_59_0.018,1.1242
WRAP00873_59_0.015,1.1161
WRAP00873_59_0.04375,1.1987
WRAP00873_59_0.111111,1.1137
WRAP00873_59_1.9,1.1055
WRAP00873_59_0.416667,1.1113
WRAP00873_59_0.722222,1.1088
WRAP00873_59_0.916667,1.1081
WRAP00873_59_0.009,1.106
WRAP00873_59_0.72222,1.1088
WRAP00873_59_2.166667,1.1045
WRAP00873_59_0.008,1.1053
WRAP00873_59_0.038889,1.2049
WRAP00873_59_0.007,1.1043
WRAP00873_59_0.041667,1.2038
WRAP00873_59_0.0055,1.1015
WRAP00873_59_0.571429,1.1095
WRAP00873_59_500,1.1009
